LOCALDATE (BEIJING),RVR_1A,MOR_1A,LIGHTS,PAINS (HPA),QNH AERODROME (HPA),QFE R06 (HPA),TEMP (°C),RH (%),DEWPOINT (°C),WS2A (MPS),WD2A,CW2A (MPS)
2020-03-12 21:54:30,3000,2100,10,1017.05,1018.59,1017.03,11.55,100.00,11.55,1.42,119,1.24
2020-03-12 21:54:45,3000,2200,10,1017.08,1018.62,1017.06,11.57,100.00,11.57,1.48,121,1.32
2020-03-12 21:55:00,3000,2200,10,1017.10,1018.64,1017.08,11.60,100.00,11.60,1.55,122,1.39
2020-03-12 21:55:15,3000,2300,10,1017.10,1018.64,1017.08,11.60,100.00,11.60,1.60,124,1.46
2020-03-12 21:55:30,3000,2300,10,1017.10,1018.64,1017.08,11.60,100.00,11.60,1.59,124,1.45
2020-03-12 21:55:45,3000,2300,10,1017.10,1018.64,1017.08,11.60,100.00,11.60,1.56,126,1.44
2020-03-12 21:56:00,3000,2300,10,1017.10,1018.64,1017.08,11.60,100.00,11.60,1.56,126,1.44
2020-03-12 21:56:15,3000,2300,10,1017.10,1018.64,1017.08,11.62,100.00,11.62,1.56,126,1.45
2020-03-12 21:56:30,3000,2300,10,1017.10,1018.64,1017.08,11.65,100.00,11.65,1.56,127,1.46
2020-03-12 21:56:45,3000,2300,10,1017.10,1018.64,1017.08,11.67,100.00,11.67,1.58,126,1.46
2020-03-12 21:57:00,3000,2400,10,1017.10,1018.64,1017.08,11.70,100.00,11.70,1.59,127,1.48
2020-03-12 21:57:15,3000,2400,10,1017.10,1018.64,1017.08,11.70,100.00,11.70,1.62,128,1.52
2020-03-12 21:57:30,3000,2400,10,1017.10,1018.64,1017.08,11.70,100.00,11.70,1.65,129,1.56
2020-03-12 21:57:45,3000,2500,10,1017.10,1018.64,1017.08,11.70,100.00,11.70,1.68,129,1.59
2020-03-12 21:58:00,3000,2600,10,1017.10,1018.64,1017.08,11.70,100.00,11.70,1.70,130,1.62
2020-03-12 21:58:15,3000,2600,10,1017.10,1018.64,1017.08,11.70,100.00,11.70,1.74,131,1.66
2020-03-12 21:58:30,3000,2700,10,1017.10,1018.64,1017.08,11.70,100.00,11.70,1.74,131,1.66
2020-03-12 21:58:45,3000,2700,10,1017.10,1018.64,1017.08,11.70,100.00,11.70,1.75,132,1.68
2020-03-12 21:59:00,3000,2700,10,1017.10,1018.64,1017.08,11.70,100.00,11.70,1.77,132,1.70
2020-03-12 21:59:15,3000,2600,10,1017.12,1018.66,1017.11,11.72,100.00,11.72,1.80,132,1.73
2020-03-12 21:59:30,3000,2600,10,1017.15,1018.69,1017.13,11.75,100.00,11.75,1.81,131,1.73
2020-03-12 21:59:45,3000,2600,10,1017.18,1018.72,1017.15,11.78,100.00,11.78,1.83,131,1.75
2020-03-12 22:00:00,3000,2600,10,1017.20,1018.74,1017.18,11.80,100.00,11.80,1.83,131,1.75
2020-03-12 22:00:15,3000,2700,10,1017.20,1018.74,1017.18,11.80,100.00,11.80,1.83,131,1.75
2020-03-12 22:00:30,3000,2700,10,1017.20,1018.74,1017.18,11.80,100.00,11.80,1.86,131,1.78
2020-03-12 22:00:45,3000,2800,10,1017.20,1018.74,1017.18,11.80,100.00,11.80,1.86,131,1.78
2020-03-12 22:01:00,3000,2900,10,1017.20,1018.74,1017.18,11.80,100.00,11.80,1.87,131,1.79
2020-03-12 22:01:15,3000,2900,10,1017.20,1018.74,1017.18,11.83,100.00,11.83,1.86,131,1.78
2020-03-12 22:01:30,3000,3000,10,1017.20,1018.74,1017.18,11.85,100.00,11.85,1.86,132,1.79
2020-03-12 22:01:45,3000,3000,10,1017.20,1018.74,1017.18,11.88,100.00,11.88,1.86,132,1.78
2020-03-12 22:02:00,3000,3100,10,1017.20,1018.74,1017.18,11.90,100.00,11.90,1.83,132,1.76
2020-03-12 22:02:15,3000,3100,10,1017.20,1018.74,1017.18,11.90,100.00,11.90,1.82,132,1.75
2020-03-12 22:02:30,3000,3100,10,1017.20,1018.74,1017.18,11.90,100.00,11.90,1.81,132,1.74
2020-03-12 22:02:45,3000,3100,10,1017.20,1018.74,1017.18,11.90,100.00,11.90,1.80,131,1.72
2020-03-12 22:03:00,3000,3100,10,1017.20,1018.74,1017.18,11.90,100.00,11.90,1.77,130,1.68
2020-03-12 22:03:15,3000,3100,10,1017.20,1018.74,1017.18,11.90,100.00,11.90,1.76,130,1.68
2020-03-12 22:03:30,3000,3100,10,1017.20,1018.74,1017.18,11.90,100.00,11.90,1.74,129,1.65
2020-03-12 22:03:45,3000,3000,10,1017.20,1018.74,1017.18,11.90,100.00,11.90,1.74,128,1.64
2020-03-12 22:04:00,3000,3000,10,1017.20,1018.74,1017.18,11.90,100.00,11.90,1.77,127,1.65
2020-03-12 22:04:15,3000,3000,10,1017.20,1018.74,1017.18,11.90,100.00,11.90,1.79,126,1.66
2020-03-12 22:04:30,3000,3000,10,1017.20,1018.74,1017.18,11.90,100.00,11.90,1.82,126,1.68
2020-03-12 22:04:45,3000,3100,10,1017.20,1018.74,1017.18,11.90,100.00,11.90,1.84,126,1.71
2020-03-12 22:05:00,3000,3100,10,1017.20,1018.74,1017.18,11.90,100.00,11.90,1.86,125,1.72
2020-03-12 22:05:15,3000,3100,10,1017.20,1018.74,1017.18,11.88,100.00,11.88,1.88,125,1.73
2020-03-12 22:05:30,3000,3100,10,1017.20,1018.74,1017.18,11.85,100.00,11.85,1.89,125,1.74
2020-03-12 22:05:45,3000,3100,10,1017.20,1018.74,1017.18,11.83,100.00,11.83,1.90,125,1.75
2020-03-12 22:06:00,3000,3100,10,1017.20,1018.74,1017.18,11.80,100.00,11.80,1.90,126,1.77
2020-03-12 22:06:15,3000,3100,10,1017.20,1018.74,1017.18,11.80,100.00,11.80,1.91,126,1.77
2020-03-12 22:06:30,3000,3100,10,1017.20,1018.74,1017.18,11.80,100.00,11.80,1.89,127,1.76
2020-03-12 22:06:45,3000,3200,10,1017.20,1018.74,1017.18,11.80,100.00,11.80,1.88,127,1.76
2020-03-12 22:07:00,3000,3200,10,1017.20,1018.74,1017.18,11.80,100.00,11.80,1.87,128,1.76
2020-03-12 22:07:15,3000,3200,10,1017.20,1018.74,1017.18,11.83,100.00,11.83,1.88,129,1.78
2020-03-12 22:07:30,3000,3200,10,1017.20,1018.74,1017.18,11.85,100.00,11.85,1.90,130,1.80
2020-03-12 22:07:45,3000,3200,10,1017.20,1018.74,1017.18,11.88,100.00,11.88,1.90,131,1.81
2020-03-12 22:08:00,3000,3200,10,1017.20,1018.74,1017.18,11.90,100.00,11.90,1.89,132,1.81
2020-03-12 22:08:15,3000,3200,10,1017.20,1018.74,1017.18,11.93,100.00,11.93,1.89,132,1.82
2020-03-12 22:08:30,3000,3200,10,1017.20,1018.74,1017.18,11.95,100.00,11.95,1.90,133,1.84
2020-03-12 22:08:45,3000,3200,10,1017.20,1018.74,1017.18,11.97,100.00,11.97,1.93,133,1.86
2020-03-12 22:09:00,3000,3200,10,1017.20,1018.74,1017.18,12.00,100.00,12.00,1.94,133,1.87
2020-03-12 22:09:15,3000,3200,10,1017.20,1018.74,1017.18,12.00,100.00,12.00,1.96,132,1.88
2020-03-12 22:09:30,3000,3200,10,1017.20,1018.74,1017.18,12.00,100.00,12.00,1.96,132,1.88
2020-03-12 22:09:45,3000,3200,10,1017.20,1018.74,1017.18,12.00,100.00,12.00,1.97,132,1.90
2020-03-12 22:10:00,3000,3200,10,1017.20,1018.74,1017.18,12.00,100.00,12.00,1.98,131,1.90
2020-03-12 22:10:15,3000,3300,10,1017.20,1018.74,1017.18,12.03,100.00,12.03,2.00,131,1.91
2020-03-12 22:10:30,3000,3200,10,1017.20,1018.74,1017.18,12.05,100.00,12.05,1.99,131,1.90
2020-03-12 22:10:45,3000,3200,10,1017.20,1018.74,1017.18,12.07,100.00,12.07,1.95,131,1.87
2020-03-12 22:11:00,3000,3200,10,1017.20,1018.74,1017.18,12.10,100.00,12.10,1.92,130,1.82
2020-03-12 22:11:15,3000,3200,10,1017.20,1018.74,1017.18,12.10,99.75,12.06,1.89,130,1.80
2020-03-12 22:11:30,3000,3200,10,1017.20,1018.74,1017.18,12.10,99.50,12.02,1.86,129,1.76
2020-03-12 22:11:45,3000,3200,10,1017.20,1018.74,1017.18,12.10,99.25,11.99,1.81,129,1.71
2020-03-12 22:12:00,3000,3200,10,1017.20,1018.74,1017.18,12.10,99.00,11.95,1.77,128,1.66
2020-03-12 22:12:15,3000,3200,10,1017.23,1018.76,1017.20,12.10,99.00,11.95,1.73,127,1.61
2020-03-12 22:12:30,3000,3200,10,1017.25,1018.79,1017.23,12.10,99.00,11.95,1.68,126,1.56
2020-03-12 22:12:45,3000,3300,10,1017.27,1018.82,1017.25,12.10,99.00,11.95,1.66,124,1.51
2020-03-12 22:13:00,3000,3300,10,1017.30,1018.84,1017.28,12.10,99.00,11.95,1.62,123,1.47
2020-03-12 22:13:15,3000,3300,10,1017.30,1018.84,1017.28,12.10,99.00,11.95,1.57,120,1.39
2020-03-12 22:13:30,3000,3300,10,1017.30,1018.84,1017.28,12.10,99.00,11.95,1.54,118,1.33
2020-03-12 22:13:45,3000,3300,10,1017.30,1018.84,1017.28,12.10,99.00,11.95,1.53,116,1.30
2020-03-12 22:14:00,3000,3300,10,1017.30,1018.84,1017.28,12.10,99.00,11.95,1.52,114,1.26
2020-03-12 22:14:15,3000,3200,10,1017.30,1018.84,1017.28,12.07,98.75,11.89,1.50,112,1.21
2020-03-12 22:14:30,3000,3200,10,1017.30,1018.84,1017.28,12.05,98.50,11.82,1.48,111,1.18
2020-03-12 22:14:45,3000,3100,10,1017.30,1018.84,1017.28,12.03,98.25,11.76,1.47,110,1.16
2020-03-12 22:15:00,3000,3100,10,1017.30,1018.84,1017.28,12.00,98.00,11.70,1.49,109,1.16
2020-03-12 22:15:15,3000,3100,10,1017.30,1018.84,1017.28,12.00,98.00,11.70,1.51,109,1.17
2020-03-12 22:15:30,3000,3100,10,1017.30,1018.84,1017.28,12.00,98.00,11.70,1.51,109,1.17
2020-03-12 22:15:45,3000,3100,10,1017.30,1018.84,1017.28,12.00,98.00,11.70,1.49,108,1.15
2020-03-12 22:16:00,3000,3100,10,1017.30,1018.84,1017.28,12.00,98.00,11.70,1.48,108,1.14
2020-03-12 22:16:15,3000,3100,10,1017.32,1018.87,1017.30,11.97,98.00,11.67,1.45,108,1.11
2020-03-12 22:16:30,3000,3100,10,1017.35,1018.89,1017.33,11.95,98.00,11.65,1.44,107,1.08
2020-03-12 22:16:45,3000,3100,10,1017.38,1018.92,1017.36,11.93,98.00,11.62,1.40,106,1.04
2020-03-12 22:17:00,3000,3100,10,1017.40,1018.94,1017.38,11.90,98.00,11.60,1.35,105,0.99
2020-03-12 22:17:15,3000,3100,10,1017.40,1018.94,1017.38,11.88,98.00,11.57,1.29,104,0.93
2020-03-12 22:17:30,3000,3000,10,1017.40,1018.94,1017.38,11.85,98.00,11.55,1.23,102,0.86
2020-03-12 22:17:45,3000,3000,10,1017.40,1018.94,1017.38,11.83,98.00,11.53,1.18,99,0.77
2020-03-12 22:18:00,3000,2900,10,1017.40,1018.94,1017.38,11.80,98.00,11.50,1.11,96,0.68
2020-03-12 22:18:15,3000,2900,10,1017.40,1018.94,1017.38,11.80,97.75,11.46,1.07,94,0.63
2020-03-12 22:18:30,3000,2900,10,1017.40,1018.94,1017.38,11.80,97.50,11.42,1.02,91,0.56
2020-03-12 22:18:45,3000,2900,10,1017.40,1018.94,1017.38,11.80,97.25,11.38,0.97,88,0.49
2020-03-12 22:19:00,3000,3000,10,1017.40,1018.94,1017.38,11.80,97.00,11.34,0.93,83,0.39
2020-03-12 22:19:15,3000,3000,10,1017.42,1018.97,1017.40,11.78,97.00,11.31,0.89,79,0.32
2020-03-12 22:19:30,3000,3000,10,1017.45,1018.99,1017.43,11.75,97.00,11.29,0.84,73,0.22
2020-03-12 22:19:45,3000,3100,10,1017.48,1019.01,1017.46,11.72,97.00,11.27,0.81,67,0.13
2020-03-12 22:20:00,3000,3100,10,1017.50,1019.04,1017.48,11.70,97.00,11.24,0.80,61,0.04
2020-03-12 22:20:15,3000,3100,10,1017.52,1019.06,1017.50,11.67,97.25,11.26,0.76,53,-0.07
2020-03-12 22:20:30,3000,3100,10,1017.55,1019.09,1017.53,11.65,97.50,11.27,0.74,47,-0.14
2020-03-12 22:20:45,3000,3100,10,1017.58,1019.12,1017.56,11.62,97.75,11.29,0.73,41,-0.21
2020-03-12 22:21:00,3000,3100,10,1017.60,1019.14,1017.58,11.60,98.00,11.30,0.73,36,-0.28
2020-03-12 22:21:15,3000,3000,10,1017.62,1019.16,1017.61,11.60,98.00,11.30,0.76,32,-0.33
2020-03-12 22:21:30,3000,2900,10,1017.65,1019.19,1017.63,11.60,98.00,11.30,0.78,30,-0.37
2020-03-12 22:21:45,3000,2800,10,1017.68,1019.22,1017.65,11.60,98.00,11.30,0.80,29,-0.39
2020-03-12 22:22:00,3000,2700,10,1017.70,1019.24,1017.68,11.60,98.00,11.30,0.81,27,-0.42
2020-03-12 22:22:15,3000,2500,10,1017.70,1019.24,1017.68,11.60,98.00,11.30,0.83,27,-0.43
2020-03-12 22:22:30,3000,2400,10,1017.70,1019.24,1017.68,11.60,98.00,11.30,0.85,26,-0.45
2020-03-12 22:22:45,3000,2200,10,1017.70,1019.24,1017.68,11.60,98.00,11.30,0.86,26,-0.46
2020-03-12 22:23:00,3000,2100,10,1017.70,1019.24,1017.68,11.60,98.00,11.30,0.86,23,-0.49
2020-03-12 22:23:15,3000,1900,10,1017.70,1019.24,1017.68,11.57,98.00,11.28,0.87,20,-0.54
2020-03-12 22:23:30,3000,1800,10,1017.70,1019.24,1017.68,11.55,98.00,11.25,0.88,19,-0.56
2020-03-12 22:23:45,3000,1700,10,1017.70,1019.24,1017.68,11.53,98.00,11.22,0.90,18,-0.58
2020-03-12 22:24:00,3000,1600,10,1017.70,1019.24,1017.68,11.50,98.00,11.20,0.91,18,-0.59
2020-03-12 22:24:15,3000,1600,10,1017.73,1019.26,1017.70,11.47,98.25,11.21,0.93,18,-0.60
2020-03-12 22:24:30,3000,1500,10,1017.75,1019.29,1017.73,11.45,98.50,11.22,0.96,19,-0.60
2020-03-12 22:24:45,3000,1500,10,1017.77,1019.32,1017.75,11.43,98.75,11.24,0.98,19,-0.62
2020-03-12 22:25:00,3000,1500,10,1017.80,1019.34,1017.78,11.40,99.00,11.25,1.01,20,-0.62
2020-03-12 22:25:15,3000,1600,10,1017.80,1019.34,1017.78,11.43,99.00,11.28,1.02,23,-0.59
2020-03-12 22:25:30,3000,1600,10,1017.80,1019.34,1017.78,11.45,99.00,11.30,1.02,24,-0.57
2020-03-12 22:25:45,3000,1600,10,1017.80,1019.34,1017.78,11.47,99.00,11.32,1.04,25,-0.57
2020-03-12 22:26:00,3000,1700,10,1017.80,1019.34,1017.78,11.50,99.00,11.35,1.04,26,-0.55
2020-03-12 22:26:15,3000,1700,10,1017.80,1019.34,1017.78,11.50,99.25,11.39,1.05,27,-0.54
2020-03-12 22:26:30,3000,1800,10,1017.80,1019.34,1017.78,11.50,99.50,11.43,1.05,27,-0.54
2020-03-12 22:26:45,3000,1800,10,1017.80,1019.34,1017.78,11.50,99.75,11.46,1.04,28,-0.52
2020-03-12 22:27:00,3000,1800,10,1017.80,1019.34,1017.78,11.50,100.00,11.50,1.03,28,-0.52
2020-03-12 22:27:15,3000,1900,10,1017.80,1019.34,1017.78,11.50,100.00,11.50,1.02,26,-0.54
2020-03-12 22:27:30,3000,1900,10,1017.80,1019.34,1017.78,11.50,100.00,11.50,1.00,26,-0.53
2020-03-12 22:27:45,3000,1900,10,1017.80,1019.34,1017.78,11.50,100.00,11.50,0.97,26,-0.51
2020-03-12 22:28:00,3000,1900,10,1017.80,1019.34,1017.78,11.50,100.00,11.50,0.94,26,-0.50
2020-03-12 22:28:15,3000,2000,10,1017.77,1019.32,1017.75,11.50,100.00,11.50,0.91,25,-0.50
2020-03-12 22:28:30,3000,1900,10,1017.75,1019.29,1017.73,11.50,100.00,11.50,0.88,23,-0.50
2020-03-12 22:28:45,3000,1900,10,1017.73,1019.26,1017.70,11.50,100.00,11.50,0.83,21,-0.50
2020-03-12 22:29:00,3000,1900,10,1017.70,1019.24,1017.68,11.50,100.00,11.50,0.80,20,-0.50
2020-03-12 22:29:15,3000,1800,10,1017.70,1019.24,1017.68,11.47,100.00,11.47,0.78,19,-0.49
2020-03-12 22:29:30,3000,1700,10,1017.70,1019.24,1017.68,11.45,100.00,11.45,0.75,16,-0.50
2020-03-12 22:29:45,3000,1700,10,1017.70,1019.24,1017.68,11.43,100.00,11.43,0.73,13,-0.52
2020-03-12 22:30:00,3000,1600,10,1017.70,1019.24,1017.68,11.40,100.00,11.40,0.72,10,-0.54
2020-03-12 22:30:15,3000,1600,10,1017.73,1019.26,1017.70,11.38,100.00,11.38,0.72,6,-0.57
2020-03-12 22:30:30,3000,1700,10,1017.75,1019.29,1017.73,11.35,100.00,11.35,0.71,4,-0.58
2020-03-12 22:30:45,3000,1700,10,1017.77,1019.32,1017.75,11.33,100.00,11.33,0.73,2,-0.61
2020-03-12 22:31:00,3000,1700,10,1017.80,1019.34,1017.78,11.30,100.00,11.30,0.76,1,-0.64
2020-03-12 22:31:15,3000,1800,10,1017.80,1019.34,1017.78,11.30,100.00,11.30,0.79,360,-0.67
2020-03-12 22:31:30,3000,1800,10,1017.80,1019.34,1017.78,11.30,100.00,11.30,0.83,360,-0.71
2020-03-12 22:31:45,3000,1800,10,1017.80,1019.34,1017.78,11.30,100.00,11.30,0.88,359,-0.75
2020-03-12 22:32:00,3000,1900,10,1017.80,1019.34,1017.78,11.30,100.00,11.30,0.92,360,-0.78
2020-03-12 22:32:15,3000,1900,10,1017.80,1019.34,1017.78,11.30,100.00,11.30,0.96,2,-0.80
2020-03-12 22:32:30,3000,1900,10,1017.80,1019.34,1017.78,11.30,100.00,11.30,1.01,5,-0.80
2020-03-12 22:32:45,3000,2000,10,1017.80,1019.34,1017.78,11.30,100.00,11.30,1.04,7,-0.81
2020-03-12 22:33:00,3000,2000,10,1017.80,1019.34,1017.78,11.30,100.00,11.30,1.05,9,-0.79
2020-03-12 22:33:15,3000,2100,10,1017.80,1019.34,1017.78,11.30,100.00,11.30,1.08,12,-0.77
2020-03-12 22:33:30,3000,2100,10,1017.80,1019.34,1017.78,11.30,100.00,11.30,1.09,14,-0.76
2020-03-12 22:33:45,3000,2200,10,1017.80,1019.34,1017.78,11.30,100.00,11.30,1.11,18,-0.71
2020-03-12 22:34:00,3000,2200,10,1017.80,1019.34,1017.78,11.30,100.00,11.30,1.13,21,-0.68
2020-03-12 22:34:15,3000,2300,10,1017.77,1019.32,1017.75,11.30,100.00,11.30,1.16,24,-0.65
2020-03-12 22:34:30,3000,2300,10,1017.75,1019.29,1017.73,11.30,100.00,11.30,1.18,27,-0.61
2020-03-12 22:34:45,3000,2400,10,1017.73,1019.26,1017.70,11.30,100.00,11.30,1.21,30,-0.57
2020-03-12 22:35:00,3000,2500,10,1017.70,1019.24,1017.68,11.30,100.00,11.30,1.25,34,-0.51
2020-03-12 22:35:15,3000,2600,10,1017.70,1019.24,1017.68,11.30,100.00,11.30,1.27,36,-0.48
2020-03-12 22:35:30,3000,2600,10,1017.70,1019.24,1017.68,11.30,100.00,11.30,1.29,39,-0.42
2020-03-12 22:35:45,3000,2700,10,1017.70,1019.24,1017.68,11.30,100.00,11.30,1.31,41,-0.38
2020-03-12 22:36:00,3000,2700,10,1017.70,1019.24,1017.68,11.30,100.00,11.30,1.32,42,-0.37
2020-03-12 22:36:15,3000,2700,10,1017.70,1019.24,1017.68,11.30,100.00,11.30,1.32,43,-0.34
2020-03-12 22:36:30,3000,2700,10,1017.70,1019.24,1017.68,11.30,100.00,11.30,1.31,44,-0.32
2020-03-12 22:36:45,3000,2600,10,1017.70,1019.24,1017.68,11.30,100.00,11.30,1.30,44,-0.31
2020-03-12 22:37:00,3000,2500,10,1017.70,1019.24,1017.68,11.30,100.00,11.30,1.27,46,-0.26
2020-03-12 22:37:15,3000,2500,10,1017.70,1019.24,1017.68,11.30,100.00,11.30,1.25,47,-0.24
2020-03-12 22:37:30,3000,2500,10,1017.70,1019.24,1017.68,11.30,100.00,11.30,1.23,48,-0.21
2020-03-12 22:37:45,3000,2500,10,1017.70,1019.24,1017.68,11.30,100.00,11.30,1.19,48,-0.21
2020-03-12 22:38:00,3000,2500,10,1017.70,1019.24,1017.68,11.30,100.00,11.30,1.16,48,-0.20
2020-03-12 22:38:15,3000,2500,10,1017.70,1019.24,1017.68,11.28,100.00,11.28,1.11,46,-0.23
2020-03-12 22:38:30,3000,2400,10,1017.70,1019.24,1017.68,11.25,100.00,11.25,1.08,45,-0.24
2020-03-12 22:38:45,3000,2400,10,1017.70,1019.24,1017.68,11.22,100.00,11.22,1.05,44,-0.25
2020-03-12 22:39:00,3000,2400,10,1017.70,1019.24,1017.68,11.20,100.00,11.20,1.04,43,-0.27
2020-03-12 22:39:15,3000,2500,10,1017.73,1019.26,1017.70,11.17,100.00,11.17,1.02,41,-0.30
2020-03-12 22:39:30,3000,2500,10,1017.75,1019.29,1017.73,11.15,100.00,11.15,1.00,40,-0.31
2020-03-12 22:39:45,3000,2600,10,1017.77,1019.32,1017.75,11.12,100.00,11.12,0.98,39,-0.32
2020-03-12 22:40:00,3000,2600,10,1017.80,1019.34,1017.78,11.10,100.00,11.10,0.98,39,-0.32
2020-03-12 22:40:15,3000,2500,10,1017.80,1019.34,1017.78,11.10,100.00,11.10,1.00,40,-0.31
2020-03-12 22:40:30,3000,2400,10,1017.80,1019.34,1017.78,11.10,100.00,11.10,1.00,40,-0.31
2020-03-12 22:40:45,3000,2400,10,1017.80,1019.34,1017.78,11.10,100.00,11.10,1.01,40,-0.31
2020-03-12 22:41:00,3000,2300,10,1017.80,1019.34,1017.78,11.10,100.00,11.10,1.02,40,-0.32
2020-03-12 22:41:15,3000,2300,10,1017.77,1019.32,1017.75,11.10,100.00,11.10,1.04,40,-0.32
2020-03-12 22:41:30,3000,2300,10,1017.75,1019.29,1017.73,11.10,100.00,11.10,1.06,40,-0.33
2020-03-12 22:41:45,3000,2300,10,1017.73,1019.26,1017.70,11.10,100.00,11.10,1.10,40,-0.34
2020-03-12 22:42:00,3000,2300,10,1017.70,1019.24,1017.68,11.10,100.00,11.10,1.12,40,-0.35
2020-03-12 22:42:15,3000,2300,10,1017.70,1019.24,1017.68,11.10,100.00,11.10,1.16,40,-0.36
2020-03-12 22:42:30,3000,2300,10,1017.70,1019.24,1017.68,11.10,100.00,11.10,1.19,41,-0.35
2020-03-12 22:42:45,3000,2300,10,1017.70,1019.24,1017.68,11.10,100.00,11.10,1.22,41,-0.36
2020-03-12 22:43:00,3000,2300,10,1017.70,1019.24,1017.68,11.10,100.00,11.10,1.24,42,-0.34
2020-03-12 22:43:15,3000,2300,10,1017.70,1019.24,1017.68,11.10,100.00,11.10,1.26,42,-0.35
2020-03-12 22:43:30,3000,2300,10,1017.70,1019.24,1017.68,11.10,100.00,11.10,1.28,42,-0.35
2020-03-12 22:43:45,3000,2300,10,1017.70,1019.24,1017.68,11.10,100.00,11.10,1.27,43,-0.33
2020-03-12 22:44:00,3000,2300,10,1017.70,1019.24,1017.68,11.10,100.00,11.10,1.27,43,-0.33
2020-03-12 22:44:15,3000,2300,10,1017.70,1019.24,1017.68,11.07,100.00,11.07,1.26,44,-0.30
2020-03-12 22:44:30,3000,2300,10,1017.70,1019.24,1017.68,11.05,100.00,11.05,1.24,44,-0.30
2020-03-12 22:44:45,3000,2300,10,1017.70,1019.24,1017.68,11.03,100.00,11.03,1.22,45,-0.28
2020-03-12 22:45:00,3000,2300,10,1017.70,1019.24,1017.68,11.00,100.00,11.00,1.19,45,-0.27
2020-03-12 22:45:15,3000,2300,10,1017.70,1019.24,1017.68,11.00,100.00,11.00,1.17,46,-0.24
2020-03-12 22:45:30,3000,2200,10,1017.70,1019.24,1017.68,11.00,100.00,11.00,1.13,47,-0.22
2020-03-12 22:45:45,3000,2200,10,1017.70,1019.24,1017.68,11.00,100.00,11.00,1.11,47,-0.21
2020-03-12 22:46:00,3000,2100,10,1017.70,1019.24,1017.68,11.00,100.00,11.00,1.08,48,-0.19
2020-03-12 22:46:15,3000,2100,10,1017.73,1019.26,1017.70,10.97,100.00,10.97,1.06,49,-0.17
2020-03-12 22:46:30,3000,2100,10,1017.75,1019.29,1017.73,10.95,100.00,10.95,1.03,50,-0.14
2020-03-12 22:46:45,3000,2200,10,1017.77,1019.32,1017.75,10.93,100.00,10.93,1.01,51,-0.12
2020-03-12 22:47:00,3000,2200,10,1017.80,1019.34,1017.78,10.90,100.00,10.90,0.99,52,-0.10
2020-03-12 22:47:15,3000,2200,10,1017.80,1019.34,1017.78,10.90,100.00,10.90,0.95,53,-0.08
2020-03-12 22:47:30,3000,2200,10,1017.80,1019.34,1017.78,10.90,100.00,10.90,0.93,54,-0.07
2020-03-12 22:47:45,3000,2100,10,1017.80,1019.34,1017.78,10.90,100.00,10.90,0.91,55,-0.05
2020-03-12 22:48:00,3000,2000,10,1017.80,1019.34,1017.78,10.90,100.00,10.90,0.89,56,-0.03
2020-03-12 22:48:15,3000,1900,10,1017.80,1019.34,1017.78,10.88,100.00,10.88,0.87,57,-0.02
2020-03-12 22:48:30,3000,1900,10,1017.80,1019.34,1017.78,10.85,100.00,10.85,0.86,57,-0.01
2020-03-12 22:48:45,3000,1800,10,1017.80,1019.34,1017.78,10.83,100.00,10.83,0.84,57,-0.01
2020-03-12 22:49:00,3000,1700,10,1017.80,1019.34,1017.78,10.80,100.00,10.80,0.83,58,0.00
2020-03-12 22:49:15,3000,1700,10,1017.80,1019.34,1017.78,10.80,100.00,10.80,0.82,60,0.03
2020-03-12 22:49:30,3000,1700,10,1017.80,1019.34,1017.78,10.80,100.00,10.80,0.82,61,0.04
2020-03-12 22:49:45,3000,1800,10,1017.80,1019.34,1017.78,10.80,100.00,10.80,0.82,63,0.07
2020-03-12 22:50:00,3000,1900,10,1017.80,1019.34,1017.78,10.80,100.00,10.80,0.83,64,0.09
2020-03-12 22:50:15,3000,2000,10,1017.80,1019.34,1017.78,10.80,100.00,10.80,0.83,66,0.12
2020-03-12 22:50:30,3000,2100,10,1017.80,1019.34,1017.78,10.80,100.00,10.80,0.83,67,0.13
2020-03-12 22:50:45,3000,2100,10,1017.80,1019.34,1017.78,10.80,100.00,10.80,0.82,69,0.16
2020-03-12 22:51:00,3000,2100,10,1017.80,1019.34,1017.78,10.80,100.00,10.80,0.80,71,0.18
2020-03-12 22:51:15,3000,2000,10,1017.80,1019.34,1017.78,10.83,100.00,10.83,0.77,73,0.20
2020-03-12 22:51:30,3000,1900,10,1017.80,1019.34,1017.78,10.85,100.00,10.85,0.75,73,0.19
2020-03-12 22:51:45,3000,1800,10,1017.80,1019.34,1017.78,10.88,100.00,10.88,0.74,73,0.19
2020-03-12 22:52:00,3000,1600,10,1017.80,1019.34,1017.78,10.90,100.00,10.90,0.73,72,0.18
2020-03-12 22:52:15,2900,1400,10,1017.80,1019.34,1017.78,10.93,100.00,10.93,0.72,72,0.17
2020-03-12 22:52:30,2600,1200,10,1017.80,1019.34,1017.78,10.95,100.00,10.95,0.72,71,0.16
2020-03-12 22:52:45,2400,1100,10,1017.80,1019.34,1017.78,10.97,100.00,10.97,0.74,69,0.14
2020-03-12 22:53:00,2200,1000,10,1017.80,1019.34,1017.78,11.00,100.00,11.00,0.76,67,0.12
2020-03-12 22:53:15,2200,1000,10,1017.77,1019.32,1017.75,11.03,100.00,11.03,0.79,65,0.10
2020-03-12 22:53:30,2300,1000,10,1017.75,1019.29,1017.73,11.05,100.00,11.05,0.82,62,0.06
